# framerate: 25
# 0: id
# 1: frame
# 2: x
# 3: y
# 4: plevel (4:strong pushing 3:Mild pushing 2:Just walking 1:Falling behind)
# 5: density (-1: not in the measurement area)
# 6: speed
# 7: x_direction (0: speed is 0)
# 8: y_direction (0: speed is 0)
# 9: space (100: no peds in the direction of movement)
# 10 infid (-1: no peds in the direction of movement)
#id	frame	x	y	plevel	density	speed	x_direction	y_direction	space	infid
25	1	-0.8379	2.1859	3	2.2559	0.0411	-0.3344	-0.9424	0.5455	27
26	1	-1.0956	0.6842	1	1.6132	0.0093	0.3243	-0.9459	100.0000	-1
27	1	-1.2051	1.3582	3	2.2611	0.2560	0.8194	-0.5733	0.3155	23
28	1	-1.6203	2.7894	2	2.8576	0.0135	0.8175	-0.5760	-0.0534	34
29	1	-1.6549	1.9453	2	2.0593	0.0832	-0.4327	-0.9015	0.3830	32
30	1	-1.8780	3.9400	2	2.0288	0.0235	0.1384	0.9904	0.2182	41
31	1	-1.8168	2.3014	2	2.6318	0.0287	-0.6529	0.7574	0.6149	37
32	1	-1.6992	1.2036	3	1.8537	0.0780	0.2950	-0.9555	0.2514	33
33	1	-1.7826	0.5979	2	1.5050	0.0903	-0.9995	0.0305	100.0000	-1
34	1	-1.4435	2.5389	2	3.0092	0.0263	-0.4472	-0.8944	0.0824	31
35	1	0.1704	2.9538	1	1.1902	0.0575	0.5436	0.8393	1.1731	40
36	1	-0.2084	4.1494	3	1.9242	0.0325	0.3000	0.9539	0.2207	16
37	1	-2.1559	3.2154	2	3.5719	0.0563	0.1021	-0.9948	0.6149	31
38	1	-1.6666	3.3906	2	1.8974	0.0732	0.9865	0.1638	1.7587	15
39	1	-0.9918	4.5693	2	0.9105	0.0296	-0.4640	0.8858	100.0000	-1
40	1	1.1303	4.1492	2	1.6772	0.0225	0.0444	0.9990	0.2033	11
41	1	-1.6902	4.4869	2	1.5560	0.0018	0.9615	-0.2747	0.3432	39
42	1	-0.4488	2.2447	2	3.1228	0.2397	0.7332	-0.6800	0.2007	18
1	2	1.7479	0.6027	3	1.1739	0.3149	-0.9090	-0.4168	100.0000	-1
2	2	1.9522	2.1865	2	1.6905	0.0048	-0.8838	-0.4679	0.4069	5
3	2	1.7760	2.7939	2	1.6166	0.0695	-0.6833	-0.7301	0.6925	9
4	2	1.4516	1.1097	2	1.9771	0.1000	-0.9846	-0.1749	0.2356	8
5	2	1.4111	1.6431	2	2.0022	0.0895	-0.9829	0.1843	0.2789	10
6	2	1.5904	3.8934	2	1.4691	0.0074	0.2026	-0.9793	0.3466	7
7	2	1.4494	3.2010	2	1.3149	0.0103	0.5322	0.8466	0.3466	6
8	2	0.9014	0.8815	3	1.7446	0.1036	-0.5718	-0.8204	0.3203	14
9	2	0.9306	2.1669	2	1.4388	0.0324	-0.4778	-0.8785	0.2578	10
10	2	0.7766	1.5686	2	2.6070	0.0653	-0.0077	-1.0000	0.3383	8
11	2	0.8007	4.6015	2	1.6517	0.0568	0.9990	-0.0440	100.0000	-1
12	2	0.6405	5.3464	2	1.2598	0.0216	-0.1155	-0.9933	0.4019	11
13	2	0.3831	1.2784	2	2.1937	0.0906	0.9164	-0.4002	0.2928	8
14	2	0.3191	0.5297	3	1.7688	0.2500	-0.3300	-0.9440	-0.0155	19
15	2	0.3719	3.9688	2	1.5906	0.0980	-0.7907	-0.6122	0.9828	22
16	2	0.2434	4.5163	2	3.8136	0.0415	1.0000	0.0060	0.2038	11
17	2	0.1856	4.8549	2	1.2980	0.0117	0.7282	0.6854	0.3097	12
18	2	0.1059	2.1568	2	1.9449	0.0243	0.4636	-0.8860	0.5321	10
19	2	-0.0127	0.6222	3	3.0278	0.1210	-0.1798	-0.9837	-0.0155	14
20	2	-0.3532	1.6683	2	2.2298	0.1010	-0.0148	-0.9999	0.2479	23
21	2	-0.3534	0.2391	3	2.1438	0.3949	0.7868	-0.6172	100.0000	-1
22	2	-0.5121	2.9580	3	1.3111	0.0677	-0.5875	-0.8092	0.4788	25
23	2	-0.5781	1.1035	2	2.1689	0.2411	0.2934	-0.9560	0.5331	21
24	2	-0.7616	4.0309	3	1.5393	0.0102	-0.8844	0.4668	0.6722	41
25	2	-0.8400	2.1859	3	2.2395	0.0475	-0.2264	-0.9740	0.5457	27
26	2	-1.0956	0.6842	1	1.6022	0.0099	0.3539	-0.9353	100.0000	-1
27	2	-1.2029	1.3561	3	2.2672	0.2968	0.8373	-0.5467	0.3139	23
28	2	-1.6176	2.7875	2	2.8982	0.0031	0.5735	0.8192	1.1496	24
29	2	-1.6562	1.9421	2	2.0353	0.0774	-0.3974	-0.9176	0.3801	32
30	2	-1.8792	3.9426	2	2.0227	0.0215	0.3953	0.9185	0.2160	41
31	2	-1.8204	2.3105	2	2.6419	0.0127	-0.9615	-0.2747	100.0000	-1
32	2	-1.6966	1.2031	3	1.8587	0.0876	0.2826	-0.9592	0.2518	33
33	2	-1.7864	0.5979	2	1.5027	0.0865	-1.0000	0.0029	100.0000	-1
34	2	-1.4435	2.5378	2	3.0271	0.0264	-0.4548	-0.8906	0.0801	31
35	2	0.1704	2.9564	1	1.1869	0.0616	0.6458	0.7635	1.1729	40
36	2	-0.2083	4.1543	3	1.9236	0.0251	0.4191	0.9080	0.2189	16
37	2	-2.1561	3.2006	2	3.5617	0.0181	0.3451	-0.9386	0.5913	31
38	2	-1.6666	3.3906	2	1.8836	0.0829	0.9806	0.1961	1.7589	15
39	2	-0.9918	4.5693	2	0.9117	0.0295	-0.4741	0.8805	100.0000	-1
40	2	1.1303	4.1515	2	1.6747	0.0170	-0.1763	0.9843	0.1978	11
41	2	-1.6881	4.4860	2	1.5611	0.0029	-0.9648	0.2631	100.0000	-1
42	2	-0.4399	2.2351	2	3.1214	0.2320	0.7382	-0.6746	0.1914	18
1	3	1.7409	0.6007	3	1.1728	0.3521	-0.9096	-0.4154	100.0000	-1
2	3	1.9516	2.1864	2	1.6855	0.0041	-0.7926	-0.6097	0.4077	5
3	3	1.7732	2.7934	2	1.6163	0.0766	-0.6529	-0.7574	0.6914	9
4	3	1.4506	1.1105	2	1.9645	0.1183	-0.9829	-0.1839	0.2359	8
5	3	1.4082	1.6441	2	2.0108	0.0898	-0.9910	0.1336	0.2766	10
6	3	1.5901	3.8935	2	1.4672	0.0059	0.4640	-0.8858	0.7552	3
7	3	1.4485	3.1973	2	1.3158	0.0203	0.4073	0.9133	0.3505	6
8	3	0.9007	0.8809	3	1.7557	0.1323	-0.5955	-0.8034	0.3214	14
9	3	0.9299	2.1654	2	1.4420	0.0347	-0.4616	-0.8871	0.2576	10
10	3	0.7763	1.5672	2	2.6246	0.0703	0.0000	-1.0000	0.3375	8
11	3	0.8030	4.6016	2	1.6497	0.0554	0.9974	-0.0722	100.0000	-1
12	3	0.6383	5.3453	2	1.2632	0.0242	0.2788	-0.9603	0.4017	11
13	3	0.3856	1.2816	2	2.1950	0.1057	0.8065	-0.5913	0.2926	8
14	3	0.3187	0.5266	3	1.7742	0.2798	-0.3583	-0.9336	-0.0149	19
15	3	0.3654	3.9629	2	1.5888	0.0808	-0.7148	-0.6993	0.9769	22
16	3	0.2563	4.5171	2	3.8074	0.0132	0.8706	-0.4921	0.1932	11
17	3	0.1868	4.8553	2	1.2990	0.0073	0.6897	0.7241	0.3063	12
18	3	0.1059	2.1565	2	1.9504	0.0257	0.2722	-0.9623	0.5585	13
19	3	-0.0128	0.6227	3	3.0459	0.1510	-0.2053	-0.9787	-0.0149	14
20	3	-0.3522	1.6686	2	2.2158	0.1264	-0.0455	-0.9990	0.2579	23
21	3	-0.3431	0.2356	3	2.1598	0.4160	0.7577	-0.6526	100.0000	-1
22	3	-0.5128	2.9549	3	1.3136	0.0749	-0.6243	-0.7812	0.4754	25
23	3	-0.5772	1.0931	2	2.1672	0.2424	0.3424	-0.9396	0.5289	21
24	3	-0.7608	4.0290	3	1.5352	0.0223	-0.6489	0.7608	0.2312	39
25	3	-0.8393	2.1859	3	2.2273	0.0596	-0.2475	-0.9689	0.5490	27
26	3	-1.0964	0.6834	1	1.5961	0.0097	0.5958	-0.8031	0.5163	21
27	3	-1.2000	1.3515	3	2.2586	0.3370	0.8555	-0.5179	0.3143	23
28	3	-1.6185	2.7882	2	2.8830	0.0083	-0.9927	0.1203	0.3201	37
29	3	-1.6610	1.9346	2	2.0204	0.0600	-0.2543	-0.9671	0.3754	32
30	3	-1.8784	3.9418	2	2.0209	0.0262	0.2961	0.9552	0.2175	41
31	3	-1.8185	2.3089	2	2.6437	0.0161	-0.9603	-0.2788	100.0000	-1
32	3	-1.6967	1.2001	3	1.8724	0.0949	0.4003	-0.9164	0.2483	33
33	3	-1.7885	0.5988	2	1.5074	0.0859	-0.9983	-0.0582	100.0000	-1
34	3	-1.4437	2.5358	2	3.0189	0.0225	-0.4997	-0.8662	0.0781	31
35	3	0.1701	2.9576	1	1.1897	0.0714	0.7036	0.7106	1.1720	40
36	3	-0.2087	4.1527	3	1.9210	0.0305	0.4926	0.8703	0.2308	16
37	3	-2.1557	3.2052	2	3.5569	0.0282	0.1687	-0.9857	0.5976	31
38	3	-1.6646	3.3901	2	1.8857	0.0893	0.9691	0.2465	1.7493	15
39	3	-0.9938	4.5724	2	0.9081	0.0193	-0.3624	0.9320	100.0000	-1
40	3	1.1313	4.1506	2	1.6744	0.0211	-0.4846	0.8747	0.1978	11
41	3	-1.6892	4.4874	2	1.5609	0.0040	0.3714	-0.9285	2.0934	25
42	3	-0.4355	2.2334	2	3.1314	0.2456	0.7237	-0.6901	0.1868	18
1	4	1.7379	0.5976	3	1.1690	0.4002	-0.9177	-0.3973	100.0000	-1
2	4	1.9517	2.1865	2	1.6842	0.0068	-0.8087	-0.5882	0.4090	5
3	4	1.7726	2.7913	2	1.6163	0.0843	-0.7232	-0.6906	0.6908	9
4	4	1.4484	1.1101	2	1.9565	0.1355	-0.9832	-0.1826	0.2343	8
5	4	1.4059	1.6448	2	2.0127	0.0899	-0.9986	0.0529	0.2740	10
6	4	1.5898	3.8927	2	1.4688	0.0044	0.9734	0.2290	100.0000	-1
7	4	1.4484	3.1971	2	1.3138	0.0211	0.4614	0.8872	0.3498	6
8	4	0.9002	0.8805	3	1.7642	0.1662	-0.6271	-0.7790	0.3250	14
9	4	0.9291	2.1646	2	1.4434	0.0402	-0.4171	-0.9089	0.2589	10
10	4	0.7770	1.5647	2	2.6355	0.0735	-0.0204	-0.9998	0.3352	8
11	4	0.8065	4.5998	2	1.6457	0.0485	0.9997	0.0258	100.0000	-1
12	4	0.6387	5.3448	2	1.2635	0.0269	0.3440	-0.9390	0.4037	11
13	4	0.3877	1.2813	2	2.1954	0.1194	0.7308	-0.6826	0.2906	8
14	4	0.3170	0.5212	3	1.7863	0.3041	-0.3765	-0.9264	-0.0170	19
15	4	0.3616	3.9629	2	1.5886	0.0865	-0.5318	-0.8469	0.9761	22
16	4	0.2546	4.5154	2	3.8028	0.0197	0.9138	-0.4061	0.1983	11
17	4	0.1874	4.8550	2	1.3000	0.0052	0.2873	0.9578	0.3060	12
18	4	0.1077	2.1568	2	1.9541	0.0299	-0.1086	-0.9941	1.1787	19
19	4	-0.0106	0.6227	3	3.0566	0.1824	-0.2631	-0.9648	-0.0170	14
20	4	-0.3519	1.6674	2	2.2125	0.1504	-0.0499	-0.9988	0.2612	23
21	4	-0.3299	0.2283	3	2.1822	0.4328	0.7273	-0.6863	100.0000	-1
22	4	-0.5137	2.9534	3	1.3115	0.0871	-0.6254	-0.7803	0.4745	25
23	4	-0.5763	1.0881	2	2.1664	0.2547	0.3829	-0.9238	0.3725	19
24	4	-0.7615	4.0293	3	1.5328	0.0260	-0.6259	0.7799	0.2329	39
25	4	-0.8395	2.1851	3	2.2096	0.0688	-0.3053	-0.9523	0.5510	27
26	4	-1.0960	0.6836	1	1.5836	0.0106	0.4472	-0.8944	100.0000	-1
27	4	-1.1966	1.3470	3	2.2568	0.3808	0.8640	-0.5035	0.3122	23
28	4	-1.6172	2.7870	2	2.8982	0.0257	-0.9932	0.1168	0.3211	37
29	4	-1.6631	1.9312	2	2.0029	0.0577	-0.0823	-0.9966	0.3741	32
30	4	-1.8801	3.9424	2	2.0227	0.0337	0.5112	0.8594	0.2176	41
31	4	-1.8211	2.3124	2	2.6459	0.0195	-0.2815	-0.9596	0.0526	29
32	4	-1.6960	1.1978	3	1.8779	0.1075	0.5094	-0.8606	0.4302	26
33	4	-1.7920	0.5990	2	1.5080	0.0804	-0.9914	-0.1305	100.0000	-1
34	4	-1.4448	2.5352	2	3.0255	0.0216	-0.4051	-0.9143	0.0773	31
35	4	0.1704	2.9592	1	1.1886	0.0784	0.7368	0.6762	1.1720	40
36	4	-0.2088	4.1548	3	1.9276	0.0284	0.5986	0.8011	0.2272	16
37	4	-2.1552	3.2046	2	3.5440	0.0244	0.1228	-0.9924	0.5927	31
38	4	-1.6611	3.3895	2	1.8786	0.0914	0.9519	0.3064	0.7439	24
39	4	-0.9950	4.5743	2	0.9073	0.0128	-0.0392	0.9992	100.0000	-1
40	4	1.1321	4.1517	2	1.6754	0.0225	-0.8000	0.6000	0.1939	11
41	4	-1.6888	4.4874	2	1.5633	0.0046	0.2169	-0.9762	0.2176	30
42	4	-0.4281	2.2271	2	3.1324	0.2459	0.7207	-0.6933	0.1804	18
1	5	1.7298	0.5942	3	1.1670	0.4383	-0.9222	-0.3867	100.0000	-1
2	5	1.9517	2.1864	2	1.6811	0.0083	-0.8412	-0.5408	0.4105	5
3	5	1.7715	2.7900	2	1.6142	0.0950	-0.7417	-0.6707	0.6899	9
4	5	1.4457	1.1091	2	1.9477	0.1538	-0.9836	-0.1805	0.2325	8
5	5	1.4033	1.6452	2	2.0135	0.0848	-0.9991	-0.0413	0.2714	10
6	5	1.5901	3.8922	2	1.4704	0.0088	0.4244	0.9055	100.0000	-1
7	5	1.4483	3.1984	2	1.3126	0.0178	0.6332	0.7740	0.3481	6
8	5	0.8994	0.8796	3	1.7813	0.2033	-0.6529	-0.7574	0.3294	14
9	5	0.9286	2.1640	2	1.4433	0.0492	-0.3810	-0.9246	0.2612	10
10	5	0.7775	1.5615	2	2.6471	0.0758	-0.0363	-0.9993	0.3327	8
11	5	0.8094	4.5987	2	1.6419	0.0435	0.9946	0.1035	100.0000	-1
12	5	0.6389	5.3451	2	1.2631	0.0343	0.3206	-0.9472	0.4056	11
13	5	0.3903	1.2813	2	2.1935	0.1382	0.6547	-0.7559	0.2885	8
14	5	0.3154	0.5132	3	1.7994	0.3273	-0.3888	-0.9213	-0.0169	19
15	5	0.3576	3.9635	2	1.5896	0.0916	-0.2973	-0.9548	0.6599	35
16	5	0.2561	4.5156	2	3.8056	0.0227	0.7498	-0.6616	0.2014	15
17	5	0.1880	4.8550	2	1.3010	0.0075	-0.2659	0.9640	100.0000	-1
18	5	0.1088	2.1571	2	1.9561	0.0387	-0.3104	-0.9506	0.3142	20
19	5	-0.0103	0.6211	3	3.0544	0.2112	-0.2995	-0.9541	-0.0169	14
20	5	-0.3519	1.6648	2	2.2072	0.1741	-0.0359	-0.9994	0.2639	23
21	5	-0.3155	0.2189	3	2.2173	0.4498	0.6976	-0.7165	100.0000	-1
22	5	-0.5143	2.9522	3	1.3088	0.1053	-0.6151	-0.7885	0.4750	25
23	5	-0.5760	1.0825	2	2.1686	0.2658	0.4393	-0.8983	0.3700	19
24	5	-0.7625	4.0300	3	1.5303	0.0257	-0.5636	0.8260	0.2338	39
25	5	-0.8420	2.1842	3	2.1915	0.0792	-0.2336	-0.9723	0.5527	27
26	5	-1.0961	0.6830	1	1.5709	0.0098	0.4573	-0.8893	100.0000	-1
27	5	-1.1914	1.3410	3	2.2563	0.4210	0.8694	-0.4941	0.3075	23
28	5	-1.6163	2.7863	2	2.9145	0.0440	-0.9997	0.0227	100.0000	-1
29	5	-1.6652	1.9277	2	1.9851	0.0593	0.1349	-0.9909	0.3733	32
30	5	-1.8820	3.9423	2	2.0233	0.0404	0.6254	0.7803	0.2186	41
31	5	-1.8224	2.3152	2	2.6491	0.0329	0.1521	-0.9884	0.0582	29
32	5	-1.6951	1.1950	3	1.8827	0.1214	0.6199	-0.7847	0.4280	26
33	5	-1.7956	0.5995	2	1.5100	0.0743	-0.9685	-0.2489	100.0000	-1
34	5	-1.4456	2.5347	2	3.0345	0.0213	-0.2701	-0.9628	0.0761	31
35	5	0.1707	2.9609	1	1.1871	0.0842	0.7544	0.6564	1.1712	40
36	5	-0.2087	4.1567	3	1.9306	0.0271	0.7298	0.6836	0.2272	16
37	5	-2.1550	3.2016	2	3.5348	0.0146	0.0859	-0.9963	0.5867	31
38	5	-1.6582	3.3888	2	1.8719	0.0965	0.9349	0.3548	0.7416	24
39	5	-0.9955	4.5762	2	0.9063	0.0100	0.6000	0.8000	100.0000	-1
40	5	1.1326	4.1523	2	1.6756	0.0293	-0.9461	0.3239	0.1911	11
41	5	-1.6889	4.4877	2	1.5631	0.0060	0.2912	-0.9567	0.2186	30
42	5	-0.4213	2.2205	2	3.1255	0.2454	0.7202	-0.6937	0.1739	18
1	6	1.7210	0.5901	3	1.1652	0.4755	-0.9290	-0.3701	100.0000	-1
2	6	1.9517	2.1863	2	1.6784	0.0114	-0.7894	-0.6139	0.4114	5
3	6	1.7697	2.7883	2	1.6123	0.1047	-0.7643	-0.6449	0.6884	9
4	6	1.4424	1.1087	2	1.9355	0.1719	-0.9820	-0.1891	0.2308	8
5	6	1.4006	1.6465	2	2.0151	0.0785	-0.9741	-0.2260	0.2692	10
6	6	1.5901	3.8915	2	1.4735	0.0149	0.1344	0.9909	100.0000	-1
7	6	1.4486	3.1997	2	1.3114	0.0142	0.8266	0.5628	100.0000	-1
8	6	0.8984	0.8782	3	1.7981	0.2444	-0.6832	-0.7302	0.3346	14
9	6	0.9281	2.1631	2	1.4448	0.0600	-0.3707	-0.9288	0.2626	10
10	6	0.7775	1.5590	2	2.6587	0.0800	-0.0219	-0.9998	0.3315	8
11	6	0.8120	4.5990	2	1.6426	0.0377	0.9893	0.1461	100.0000	-1
12	6	0.6400	5.3421	2	1.2683	0.0371	0.3304	-0.9439	0.4027	11
13	6	0.3929	1.2812	2	2.1923	0.1592	0.5730	-0.8195	0.2865	8
14	6	0.3133	0.5038	3	1.8154	0.3466	-0.4046	-0.9145	-0.0168	19
15	6	0.3536	3.9626	2	1.5884	0.1025	-0.0293	-0.9996	0.6568	35
16	6	0.2577	4.5156	2	3.8036	0.0262	0.6476	-0.7619	0.2013	15
17	6	0.1885	4.8550	2	1.3017	0.0112	-0.5340	0.8455	100.0000	-1
18	6	0.1102	2.1567	2	1.9589	0.0528	-0.4358	-0.9000	0.3165	20
19	6	-0.0100	0.6191	3	3.0469	0.2409	-0.3373	-0.9414	0.1434	21
20	6	-0.3513	1.6620	2	2.2019	0.2005	-0.0125	-0.9999	0.2679	23
21	6	-0.3011	0.2084	3	2.2593	0.4745	0.6659	-0.7460	100.0000	-1
22	6	-0.5155	2.9504	3	1.3066	0.1243	-0.5994	-0.8005	0.4748	25
23	6	-0.5754	1.0754	2	2.1724	0.2737	0.5051	-0.8631	0.3666	19
24	6	-0.7629	4.0299	3	1.5280	0.0275	-0.5185	0.8551	0.2356	39
25	6	-0.8426	2.1823	3	2.1765	0.0924	-0.2272	-0.9738	0.5532	27
26	6	-1.0960	0.6826	1	1.5589	0.0105	0.4281	-0.9037	100.0000	-1
27	6	-1.1842	1.3354	3	2.2524	0.4584	0.8666	-0.4990	0.3020	23
28	6	-1.6158	2.7858	2	2.9262	0.0545	-0.9997	0.0229	100.0000	-1
29	6	-1.6674	1.9245	2	1.9706	0.0670	0.3617	-0.9323	0.3734	32
30	6	-1.8821	3.9431	2	2.0215	0.0483	0.6993	0.7148	0.2179	41
31	6	-1.8243	2.3159	2	2.6526	0.0474	0.4324	-0.9017	0.0617	29
32	6	-1.6949	1.1916	3	1.8849	0.1406	0.7324	-0.6809	0.4260	26
33	6	-1.7995	0.6000	2	1.5125	0.0690	-0.9091	-0.4165	100.0000	-1
34	6	-1.4463	2.5340	2	3.0340	0.0193	-0.3240	-0.9461	0.0764	31
35	6	0.1712	2.9623	1	1.1857	0.0863	0.7706	0.6373	1.1707	40
36	6	-0.2084	4.1587	3	1.9353	0.0242	0.8158	0.5783	0.2270	16
37	6	-2.1549	3.1978	2	3.5208	0.0008	-0.3162	-0.9487	100.0000	-1
38	6	-1.6548	3.3890	2	1.8651	0.0988	0.9262	0.3771	0.7383	24
39	6	-0.9962	4.5779	2	0.9055	0.0118	0.9549	0.2971	0.8567	17
40	6	1.1334	4.1528	2	1.6747	0.0400	-0.9937	0.1125	0.4427	15
41	6	-1.6892	4.4879	2	1.5651	0.0074	0.4061	-0.9138	2.0961	25
42	6	-0.4149	2.2145	2	3.1215	0.2454	0.7192	-0.6948	0.1683	18
1	7	1.7112	0.5853	3	1.1646	0.5149	-0.9376	-0.3477	1.6757	21
2	7	1.9516	2.1862	2	1.6743	0.0152	-0.7234	-0.6905	0.4136	5
3	7	1.7682	2.7861	2	1.6113	0.1174	-0.7881	-0.6156	0.6867	9
4	7	1.4388	1.1077	2	1.9211	0.1918	-0.9804	-0.1969	0.2293	8
5	7	1.3969	1.6470	2	2.0171	0.0745	-0.8792	-0.4765	0.2660	10
6	7	1.5903	3.8907	2	1.4747	0.0220	-0.0567	0.9984	100.0000	-1
7	7	1.4486	3.2001	2	1.3102	0.0128	0.9363	0.3511	100.0000	-1
8	7	0.8969	0.8761	3	1.8172	0.2894	-0.7144	-0.6997	0.3398	14
